Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
160.2,0.9675921311908685,1.384020700071308,-0.7445855444664484,0.7144129720666947,-0.1344467653857832,-0.5170519665629684,0.9674530981554536,1.380514815503316,-0.7468539682948981,10.96021093,2959045.236,97.7652277839,1422.5699066,97.02606606614479,-5.433986690108891,10.69832024324247,-0.6157513736875746,1.220528522090126,0.0174798601196926,-1.036713564731547,-1.530845519301089,1.512548251939821,7.131224985458413,0.6795919367232545,-33.61622485848478,97.02606606614479,-5.433986690108891,10.69832024324247,1416.768404617056,-128.2668276414749,-4.477475117021236,94.3260158184644,-25.30997273879224,-4.477475117021241,-12.1737429868293,96.22284467090816,-12.28836477225738, 2085.919245,-10.77391821,  13.5987069,-10.77391821, 1504.336629, 4.053786565,  13.5987069, 4.053786565, 3141.038027,76.97592429,2476.62716,45.48609718052542,4.233176543426199,35.39436808123638,1217.2275724486,1217.2224980733,-1.666749887380491,13.61243650306747,100.2368310076036,0.6352941700971864,-0.1001932135095017,0.0648995731455204,0.762987996506299,-0.4718110387166507,0.8605824656683144,-0.1756856776832991,0.07698510366505706,0.4722526565391212,-0.861593956840558,0.1706560608200793,-0.07422796530248751,6.2921488488444,-3.1862559187937,29.564211163401,29.72964737632,-95.169532475652,-1427027.280097096,-18131271.39948042,10316826.99527397,-1638734.028106658,-18113364.13273038,10316826.99527397,0.66932747598503,1217.2224980733,3.2625775243399e-09,1.75246273,0.956442481,1.52618767,34511594.2,87.4505537,1.75,-0.00246273285,1,0,-0.00246273285,-0.00246273285,0.0266275405,-0.0499601871,0.348,0,-0.0667421962,-0.166855491,-0.166989796,-0.166989796,0,-0.0276117187,-1,-1.22525078,0,100.244215,-100.244215,0,-30,-0.5235,-0.523471349,-0.494381076,0,0,0,100,100,10.7827724,-1.50559234,-1.50559234,0,0.0365288246,-0.0365288246,-0.0365288246,-0.0178479837,-0.0283199713,-0.166989796,-0.0582794388,-0.0582794388,0.0437095791,0.0437095791,-0.101989018,0,0,0,0,111711,203.11,1.29953,27.4746,409.706,-17.1394,32.5824,460.275,2603.71,128.313,128.313,29.5642120515346853,-95.1695317306156028,20909718.8191453703,0.967453098155453439
160.3,1.032113781537607,1.36974123447279,-0.7906689434642591,0.5622351088199145,-0.1526223613500595,-0.3930917454317481,1.031984890197625,1.366231222824094,-0.7929315765991259,10.94386221,2956803.196,97.6940723027,1422.47626769,96.9612855377686,-5.306259366055471,10.69974212229586,-0.6793016672633216,1.337881838727215,0.009448871115154134,-1.10944594208806,-1.508344661226758,1.479345119889766,7.136293418564249,0.6635441325546693,-33.58560951753467,96.9612855377686,-5.306259366055471,10.69974212229586,1416.661078479425,-128.4188097213349,-4.327838214834308,94.21567934454394,-25.47169694214491,-4.327838214834313,-12.12863077883955,96.1275199055778,-12.51111487092619, 2085.913055,-10.77391333,  13.5987346,-10.77391333, 1504.336203, 4.053833216,  13.5987346, 4.053833216, 3141.032099,76.97585818,2476.625033,45.486095021571,4.233180178902942,35.39434746505946,1218.4675774574,1218.4624979115,-1.586514997664864,13.74799361220376,100.1539401049007,0.6358130044536815,-0.1006004339073114,0.0662611174729114,0.7623849686191909,-0.4722974964871411,0.8601952480980459,-0.1756097569319414,0.07848836367146875,0.4727481625860692,-0.8612069243737847,0.1705792630738003,-0.07572663462310568,6.2971490284357,-3.1135558612541,29.564207843664,29.729644035333,-95.169502177287,-1426885.608562333,-18131284.23378105,10316826.55503599,-1638724.600961486,-18113366.67183335,10316826.55503599,0.66974528339825,1218.4624979115,3.2625775259879e-09,1.75101601,0.956399266,1.52618794,34511584.6,87.450569,1.75,-0.00101601368,1,0,-0.00101601368,-0.00101601368,0.0266738967,-0.0483139261,0.348,0,-0.0662440727,-0.165610182,-0.165727898,-0.165727898,0,-0.02454375,-1,-1.13954539,0,100.161318,-100.161318,0,-30,-0.5235,-0.523472747,-0.495782836,0,0,0,100,100,10.7815324,-1.72958245,-1.72958245,0,0.0342735513,-0.0342735513,-0.0342735513,-0.0167460571,-0.0283199713,-0.165727898,-0.0578390362,-0.0578390362,0.0433792772,0.0433792772,-0.101218313,0,0,0,0,111702,203.094,1.29953,27.4736,409.694,-16.7704,32.6037,460.241,2603.58,128.312,128.312,29.5642087322024167,-95.1695014364795071,20909720.0635532364,1.03198489019762518
160.4,1.081036460004695,1.353697438544782,-0.8241208999554815,0.4022093169686661,-0.1696782208821341,-0.2643545196671787,1.080917889324941,1.350183088701013,-0.8263773550567418,10.92599479,2954353.629,97.6161075658,1422.37532163,96.89014440012737,-5.167823833501151,10.70037248157198,-0.7430362159755335,1.432436507960456,0.001299132852999207,-1.179995623151571,-1.483133602328085,1.441472498756616,7.141470340445005,0.6467231089633679,-33.55014228023408,96.89014440012737,-5.167823833501151,10.70037248157198,1416.54658694331,-128.5684077824847,-4.181759087931018,94.09820240263784,-25.63095105177977,-4.181759087931019,-12.08570705060887,96.02486098392302,-12.73052294295674, 2085.906865,-10.77390844, 13.59876231,-10.77390844, 1504.335777, 4.053879864, 13.59876231, 4.053879864, 3141.026171,76.97579208,2476.622906,45.48609286279709,4.233183814075688,35.39432685060645,1219.729694467,1219.724609665,-1.50167034800008,13.88204871701287,100.0670927030802,0.6363628672650976,-0.1009677993044629,0.0676487797318356,0.7617555036037162,-0.4728253458458261,0.8597892437110169,-0.175492928931042,0.08000550368453981,0.4732851516217599,-0.8608008656274361,0.1704616714719617,-0.07723893803263783,6.302103766626,-3.0346731331763,29.56420453617,29.729640706456,-95.169471910116,-1426743.948120272,-18131297.08316293,10316826.1295877,-1638715.185208831,-18113369.22698747,10316826.1295877,0.67016309081148,1219.724609665,-3.26257752763e-09,1.74950024,0.956355283,1.52618821,34511575.1,87.4505843,1.75,0.000499759433,1,0,0.000499759433,0.000499759433,0.0267088513,-0.0470100658,0.348,0,-0.0658172685,-0.164543171,-0.164642269,-0.164642269,0,-0.0291457031,-1,-1.05355501,0,100.074464,-100.074464,0,-30,-0.5235,-0.523474076,-0.497264984,0,0,0,100,100,10.7802703,-1.95025264,-1.95025264,0,0.0320495912,-0.0320495912,-0.0320495912,-0.0156594302,-0.0283199713,-0.164642269,-0.0574601518,-0.0574601518,0.0430951139,0.0430951139,-0.100555266,0,0,0,0,111692,203.076,1.29953,27.4725,409.682,-16.3631,32.6246,460.201,2603.42,128.311,128.311,29.5642054250934905,-95.1694711736255101,20909721.3300810345,1.08091788932494093
160.5,1.113688429272254,1.335989563677109,-0.8445599319262604,0.236757497051504,-0.1859697809714206,-0.1329544329497634,1.11358027313729,1.33247073319532,-0.8468099180918617,10.90664552,2951701.03,97.5314804814,1422.2672684,96.81262535484672,-5.021018197060583,10.70021649578342,-0.8069390823987055,1.503030824013047,-0.006483019079507102,-1.248155762451718,-1.454768764648822,1.399244427911922,7.146651973336013,0.6294090734780432,-33.50958407408002,96.81262535484672,-5.021018197060583,10.70021649578342,1416.425157383022,-128.7153341270075,-4.039685760215447,93.97381579160208,-25.78744984317974,-4.039685760215456,-12.0452096656123,95.91507207075391,-12.9461020644547, 2085.900676,-10.77390356,    13.59879,-10.77390356, 1504.335351, 4.053926507,    13.59879, 4.053926507, 3141.020243,76.97572598,2476.62078,45.48609070422619,4.233187448906603,35.39430623809191,1221.0135651641,1221.0084750103,-1.413504581359778,14.01448024048344,99.97761460163566,0.6369338893207044,-0.1013022764162941,0.0690520883642062,0.7611076655245428,-0.4733836770954312,0.8593690954578032,-0.1753451358551988,0.08152751292396689,0.4738526615547857,-0.8603804812068649,0.1703132010570068,-0.07875592829371499,6.3070180859286,-2.9509485147627,29.564201240283,29.729637389053,-95.169441676417,-1426602.299476263,-18131309.94737369,10316825.71855068,-1638705.781551382,-18113371.79793185,10316825.71855068,0.6705808982247,1221.0084750103,0,1.74793855,0.956310543,1.52618847,34511565.5,87.4505996,1.75,0.00206144691,1,0,0.00206144691,0.00206144691,0.0267317558,-0.0460679824,0.348,0,-0.0654690834,-0.163672709,-0.163751562,-0.163751562,0,-0.0291457031,-1,-0.968553702,0,99.9849791,-99.9849791,0,-30,-0.5235,-0.52347534,-0.498805031,0,0,0,100,100,10.7789864,-2.16711563,-2.16711563,0,0.029861938,-0.029861938,-0.029861938,-0.0145905429,-0.0283199713,-0.163751562,-0.057149295,-0.057149295,0.0428619712,0.0428619712,-0.100011266,0,0,0,0,111681,203.057,1.29953,27.4713,409.67,-15.9245,32.6451,460.154,2603.24,128.31,128.31,29.5642021295696189,-95.1694409442978042,20909722.6183628328,1.11358027313729013
160.6,1.129666779128113,1.316669566133797,-0.8518162263627067,0.06910022723284276,-0.2018570999125197,-0.0009866644579340153,1.129569044846912,1.313146182023262,-0.8540595533282659,10.88585207,2948849.984,97.4403408384,1422.15232361,96.72871542354235,-4.868278510609271,10.69932238757873,-0.8708919256250356,1.548905128763718,-0.01394880980701174,-1.313820353939605,-1.42321808729772,1.353275391372787,7.151790874874511,0.611883694430407,-33.46420872797064,96.72871542354235,-4.868278510609271,10.69932238757873,1416.297036942877,-128.8592598672743,-3.902030991497152,93.84277057188692,-25.94086714495934,-3.902030991497152,-12.00732473663104,95.79837382135722,-13.15734580192501, 2085.894488,-10.77389868,  13.5988177,-10.77389868, 1504.334924, 4.053973145,  13.5988177, 4.053973145, 3141.014317,76.9756599,2476.618653,45.48608854588072,4.233191083357944,35.39428562772989,1222.3187810667,1222.3136854675,-1.32334588874377,14.14516787162215,99.88685901663061,0.637515992441069,-0.1016111666997455,0.07046029787902003,0.7604497857232883,-0.4739612353076091,0.8589396836726294,-0.1751766437352988,0.08304523302203883,0.474439384073896,-0.8599507111379568,0.1701440892635493,-0.080268512765478,6.3119219224334,-2.8637829423187,29.564197955307,29.729634082429,-95.169411478401,-1426460.66331183,-18131322.82612969,10316825.32150316,-1638696.390667631,-18113374.38437467,10316825.32150316,0.67099870563793,1222.3136854675,0,1.74635457,0.956265061,1.52618874,34511556,87.4506148,1.75,0.00364543068,1,0,0.00364543068,0.00364543068,0.0267421736,-0.0455006977,0.348,0,-0.0652050462,-0.163012615,-0.163069822,-0.163069822,0,-0.0291457031,-1,-0.885787325,0,99.8942168,-99.8942168,0,-30,-0.5235,-0.523476543,-0.5003798,0,0,0,100,100,10.7776812,-2.37966458,-2.37966458,0,0.0277156553,-0.0277156553,-0.0277156553,-0.0135418692,-0.0283199713,-0.163069822,-0.056911368,-0.056911368,0.042683526,0.042683526,-0.099594894,0,0,0,0,111669,203.035,1.29953,27.4701,409.659,-15.462,32.6653,460.101,2603.03,128.309,128.309,29.5641988449345945,-95.1694107506725544,20909723.9279824197,1.12956904484691223
160.7,1.128859314528093,1.29578180325599,-0.8459283305964497,-0.09865344036666908,-0.217299220798309,0.1294637824385343,1.128771922458472,1.292253861429418,-0.8481649111447394,10.86365276,2945805.14,97.3428404553,1422.03070865,96.63841770963354,-4.712097895535983,10.69770741318125,-0.9347402862533114,1.569709809687534,-0.02121695193421758,-1.376919456121191,-1.3885273544497,1.304246591385784,7.15684169047726,0.5944287523096523,-33.41439483847851,96.63841770963354,-4.712097895535983,10.69770741318125,1416.162477361699,-128.999874869187,-3.76913091658889,93.70532219019833,-26.09089560098504,-3.76913091658889,-11.97218093429979,95.67499295542376,-13.36380165045724,   2085.8883,-10.77389379, 13.59884539,-10.77389379, 1504.334498, 4.054019778, 13.59884539, 4.054019778, 3141.008391,76.97559382,2476.616527,45.48608638778302,4.23319471739204,35.39426501973398,1223.6448857039,1223.6397845811,-1.232537617330153,14.27398790004939,99.79618514708632,0.6380990618428852,-0.1019019319978173,0.07186254928820804,0.7597903378828542,-0.4745466372960732,0.8585060447416841,-0.1749978518449288,0.08454946494590637,0.4750338822412319,-0.8595166524258795,0.1699647057802296,-0.08176755905903782,6.3168261284118,-2.7746146748238,29.564194680504,29.729630785847,-95.169381318211,-1426319.040283537,-18131335.71911534,10316824.93798594,-1638687.01321073,-18113376.98599236,10316824.93798594,0.67141651305115,1223.6397845811,-3.2625775325236e-09,1.74477201,0.956218853,1.52618901,34511546.5,87.4506301,1.75,0.00522798825,1,0,0.00522798825,0.00522798825,0.0267398278,-0.0453164897,0.348,0,-0.0650311545,-0.162577886,-0.162612084,-0.162612084,0,-0.0291457031,-1,-0.806442194,0,99.8035363,-99.8035363,0,-30,-0.5235,-0.523477687,-0.501965847,0,0,0,100,100,10.7763551,-2.58744654,-2.58744654,0,0.0256152223,-0.0256152223,-0.0256152223,-0.0125155976,-0.0283199713,-0.162612084,-0.0567516172,-0.0567516172,0.0425637129,0.0425637129,-0.09931533,0,0,0,0,111656,203.011,1.29953,27.4689,409.647,-14.9832,32.6851,460.042,2602.8,128.308,128.308,29.5641955704492396,-95.1693805948549141,20909725.2584756091,1.12877192245847202
160.8,1.111367552452155,1.273367516629175,-0.8271413446743018,-0.2638576517967383,-0.2323661918930577,0.2563714764821837,1.111290336885349,1.269835080328995,-0.8293711955652606,10.84008633,2942571.187,97.2391323118,1421.90265365,96.54174965741669,-4.554986399266244,10.69539736216178,-0.998333845726509,1.565488111522895,-0.02815357026930698,-1.437348454947965,-1.350550969690882,1.252726026819575,7.161731420572346,0.5773171668876046,-33.36029588981955,96.54174965741669,-4.554986399266244,10.69539736216178,1416.021740528084,-129.1368576887597,-3.641263288387243,93.56173638616426,-26.23721667437123,-3.641263288387244,-11.93985025027571,95.54516543700274,-13.56503558285482, 2085.882113,-10.77388891, 13.59887308,-10.77388891, 1504.334072, 4.054066406, 13.59887308, 4.054066406, 3141.002465,76.97552774,2476.614401,45.48608422995543,4.233198350971291,35.39424441431742,1224.991378475,1224.9862717377,-1.14241965379832,14.40081246209565,99.70693686730871,0.6386731075410953,-0.1021820736573548,0.0732480117607521,0.7591378098211023,-0.4751285385669858,0.8580733059324747,-0.1748191198532129,0.08603109216476335,0.4756247581612268,-0.8590834928745961,0.169785380084747,-0.08324401722608231,6.3217456655462,-2.6848968001415,29.564191415108,29.729627498543,-95.169351197915,-1426177.431022289,-18131348.62598361,10316824.56750918,-1638677.649807797,-18113379.60243024,10316824.56750918,0.67183432046437,1224.9862717377,-3.2625775341452e-09,1.74321434,0.956171936,1.52618927,34511537,87.4506453,1.75,0.00678566459,1,0,0.00678566459,0.00678566459,0.026724649,-0.0455173267,0.348,0,-0.0649507784,-0.162376946,-0.162387587,-0.162387587,0,-0.0291457031,-1,-0.731655524,0,99.7142814,-99.7142814,0,-30,-0.5235,-0.523478775,-0.503539791,0,0,0,100,100,10.7750086,-2.79002696,-2.79002696,0,0.0235650155,-0.0235650155,-0.0235650155,-0.0115138666,-0.0283199713,-0.162387587,-0.0566732678,-0.0566732678,0.0425049509,0.0425049509,-0.0991782187,0,0,0,0,111642,202.985,1.29953,27.4677,409.635,-14.496,32.7048,459.977,2602.54,128.307,128.307,29.5641923053472411,-95.1693504788772486,20909726.6093341559,1.11129033688534862
160.9,1.077584439079687,1.249460410383167,-0.7958987393791526,-0.4236255004352018,-0.2471409689243,0.3778035816475306,1.077517150351393,1.245923607630245,-0.7981219806994924,10.81519182,2939152.836,97.1293701029,1421.76839696,96.43874459837021,-4.399431482407316,10.69243094472296,-1.061505185489229,1.536681577910344,-0.03463468486683041,-1.495015909274223,-1.309164914743715,1.199294366496625,7.166389216562645,0.5608090834693235,-33.30209054095359,96.43874459837021,-4.399431482407316,10.69243094472296,1415.875098142385,-129.2698733467963,-3.518648288649798,93.41228888095617,-26.37949841879707,-3.518648288649796,-11.91034761449628,95.40913596361302,-13.76062974447072, 2085.875927,-10.77388403, 13.59890077,-10.77388403, 1504.333647, 4.054113027, 13.59890077, 4.054113027, 3140.996541,76.97546168,2476.612276,45.48608207242023,4.233201984058185,35.39422381169293,1226.357716132,1226.3526037017,-1.054308900158773,14.52550871723879,99.62042193037732,0.6392284209970155,-0.102459001849664,0.0746060273013734,0.7585005731177398,-0.4756958058763452,0.8576466114848889,-0.1746505937604041,0.0874811990045906,0.4762008262308496,-0.8586564361573231,0.1696162278143768,-0.08468903709856716,6.3267021042778,-2.5960749689154,29.564188158341,29.72962421974,-95.169321119504,-1426035.836132304,-18131361.54635466,10316824.20955814,-1638668.301058864,-18113382.23330107,10316824.20955814,0.6722521278776,1226.3526037017,-3.2625775357625e-09,1.74170436,0.95612433,1.52618954,34511527.5,87.4506605,1.75,0.00829563509,1,0,0.00829563509,0.00829563509,0.0266967967,-0.0460983475,0.348,0,-0.0649654883,-0.162413721,-0.162400458,-0.162400458,0,-0.0291457031,-1,-0.662475614,0,99.6277601,-99.6277601,0,-30,-0.5235,-0.52347981,-0.505078649,0,0,0,100,100,10.7736423,-2.98698746,-2.98698746,0,0.0215692488,-0.0215692488,-0.0215692488,-0.010538735,-0.0283199713,-0.162400458,-0.05667776,-0.05667776,0.04250832,0.04250832,-0.09918608,0,0,0,0,111627,202.958,1.29953,27.4664,409.623,-14.0081,32.7242,459.905,2602.26,128.306,128.306,29.5641890488506327,-95.1693204046967338,20909727.9800073914,1.07751715035139295
161,1.02816027742246,1.224085506791187,-0.7528322717003408,-0.5756850926499849,-0.2617110989392168,0.491943047380523,1.028102585203551,1.220544526815911,-0.7550491243966354,10.78900847,2935554.815,97.013707939,1421.62818405,96.32945309932522,-4.247858588477883,10.68885826781371,-1.124077478352921,1.48411506024889,-0.04055835135388364,-1.54984372418031,-1.264270650927976,1.144530690087908,7.170747513051065,0.5451503888179008,-33.23997859206086,96.32945309932522,-4.247858588477883,10.68885826781371,1415.722830373125,-129.3985757312484,-3.401448015868346,93.25726400617776,-26.5173978653566,-3.401448015868348,-11.88363169057872,95.26715681579259,-13.95018487870577, 2085.869742,-10.77387915, 13.59892845,-10.77387915, 1504.333221, 4.054159641, 13.59892845, 4.054159641, 3140.990617,76.97539563,2476.610151,45.48607991519964,4.233205616615332,35.39420321207256,1227.7433145829,1227.7381963759,-0.9694764868347265,14.64793832372735,99.53789212248057,0.6397557259916077,-0.1027398848634308,0.07592627567302514,0.7578867512904707,-0.4762377118907978,0.8572310298832966,-0.1745020337079578,0.08889118859609718,0.4767513084930731,-0.8582406080755554,0.1694669791230475,-0.08609408508807168,6.3317226831037,-2.5095650090254,29.564184909427,29.729620948664,-95.169291084894,-1425894.256190193,-18131374.47981453,10316823.86359897,-1638658.967535954,-18113384.87818386,10316823.86359897,0.67266993529082,1227.7381963759,0,1.74026395,0.956076055,1.5261898,34511518,87.4506756,1.75,0.00973605197,1,0,0.00973605197,0.00973605197,0.0266566087,-0.047049373,0.348,0,-0.0650761203,-0.162690301,-0.162653071,-0.162653071,0,-0.0276117187,-1,-0.599849456,0,99.5452242,-99.5452242,0,-30,-0.5235,-0.523480795,-0.506560238,0,0,0,100,100,10.7722567,-3.17792819,-3.17792819,0,0.0196319497,-0.0196319497,-0.0196319497,-0.00959217061,-0.0283199713,-0.162653071,-0.0567659218,-0.0567659218,0.0425744413,0.0425744413,-0.0993403631,0,0,0,0,111611,202.929,1.29953,27.4651,409.611,-13.5274,32.7436,459.827,2601.96,128.305,128.305,29.5641858001853848,-95.1692903741933094,20909729.3699041009,1.02810258520355147
161.1,0.9639697979749186,1.197259714207131,-0.6987487406857856,-0.7177505742112102,-0.2761475290103781,0.5971234399055695,0.9639212956843323,1.193714803126685,-0.7009595225416094,10.76157565,2931781.863,96.8923002038,1421.48226657,96.21394352762547,-4.102594063173049,10.68473825628865,-1.185872381405408,1.408969851907042,-0.04585083283368974,-1.601765515843093,-1.215794018619061,1.089002989469565,7.174742671517542,0.5305673682017125,-33.1741750882066,96.21394352762547,-4.102594063173049,10.68473825628865,1415.565224596826,-129.5226101083,-3.289767134453987,93.09695341475185,-26.65056351903799,-3.289767134453985,-11.85960673015233,95.11948679818219,-14.13332226499683, 2085.863558,-10.77387427, 13.59895613,-10.77387427, 1504.332795, 4.054206247, 13.59895613, 4.054206247, 3140.984694,76.97532958,2476.608026,45.48607775831573,4.233209248605495,35.39418261566745,1229.1475507915,1229.1424267349,-0.8891296321684857,14.76795731228558,99.46052459641788,0.6402463152980341,-0.1030315237074239,0.07719890769372463,0.757304093162524,-0.4767440923555161,0.8568314753821027,-0.1743826520588481,0.09025288837243468,0.4772659924274784,-0.8578409771278692,0.1693468172268107,-0.0874510487510932,6.3368387975262,-2.4267317270539,29.56418166761,29.729617684561,-95.169261095917,-1425752.691744182,-18131387.42591422,10316823.52908449,-1638649.649782273,-18113387.53662286,10316823.52908449,0.67308774270405,1229.1424267349,3.2625775389862e-09,1.73891363,0.956027132,1.52619007,34511508.6,87.4506908,1.75,0.01108637,1,0,0.01108637,0.01108637,0.0266046096,-0.048354588,0.348,0,-0.0652817953,-0.163204488,-0.16314369,-0.16314369,0,-0.02454375,-1,-0.544617794,0,99.467851,-99.467851,0,-30,-0.5235,-0.523481732,-0.507963492,0,0,0,100,100,10.7708524,-3.36246982,-3.36246982,0,0.0177569416,-0.0177569416,-0.0177569416,-0.00867604166,-0.0283199713,-0.16314369,-0.0569371479,-0.0569371479,0.042702861,0.042702861,-0.0996400089,0,0,0,0,111593,202.897,1.29953,27.4638,409.599,-13.0613,32.7631,459.743,2601.63,128.304,128.304,29.564182558596503,-95.1692603891679738,20909730.7783945389,0.963921295684332269
161.2,0.8861152507308989,1.168993981025889,-0.63461387360579,-0.8476388898993489,-0.2904958481240719,0.6918499827946905,0.8860754609969206,1.165445436873284,-0.636818993699703,10.73293289,2927838.728,96.7653015796,1421.33090148,96.09230185597674,-3.965830546090146,10.68013585524805,-1.246717154293077,1.312760229526038,-0.05046590147398433,-1.65072506960941,-1.163684796763189,1.033257425262342,7.178315711922933,0.5172635732321744,-33.10490438608866,96.09230185597674,-3.965830546090146,10.68013585524805,1415.402574308669,-129.641615521648,-3.183654500323345,92.93165496381161,-26.77863774534936,-3.183654500323345,-11.83812521313019,94.96639034200766,-14.30968506413392, 2085.857375,-10.77386939,  13.5989838,-10.77386939, 1504.332369, 4.054252846,  13.5989838, 4.054252846, 3140.978772,76.97526355,2476.605901,45.48607560179053,4.233212879991656,35.39416202268753,1230.5697649755,1230.5646349833,-0.8143943024973327,14.88541647240991,99.38940471371177,0.640692174641183,-0.1033402322778897,0.07841467313852604,0.7567598514607404,-0.4772054941958968,0.8564526283489738,-0.1743009624693491,0.09155864888497958,0.4777353796378528,-0.8574622739574862,0.1692642279492742,-0.08875233472235906,6.3420844033664,-2.3488689469537,29.564178432166,29.72961442671,-95.169231154326,-1425611.143313443,-18131400.38416893,10316823.20545987,-1638640.348311551,-18113390.20812687,10316823.20545987,0.67350555011727,1230.5646349833,0,1.73767235,0.955977585,1.52619033,34511499.1,87.4507059,1.75,0.0123276461,1,0,0.0123276461,0.0123276461,0.0265415081,-0.0499926742,0.348,0,-0.0655801118,-0.163950279,-0.163866632,-0.163866632,0,-0.0291457031,-1,-0.497498264,0,99.3967259,-99.3967259,0,-30,-0.5235,-0.523482623,-0.509268761,0,0,0,100,100,10.7694302,-3.54025483,-3.54025483,0,0.0159478318,-0.0159478318,-0.0159478318,-0.00779211062,-0.0283199713,-0.163866632,-0.0571894544,-0.0571894544,0.0428920908,0.0428920908,-0.100081545,0,0,0,0,111575,202.864,1.29953,27.4624,409.588,-12.6171,32.7828,459.653,2601.28,128.303,128.303,29.5641793233624881,-95.1692304513412495,20909732.2048126832,0.886075460996920583
